name	first_year	episode_name	season	episode_number	star_1	star_2	star_3	star_4	star_5	star_6	star_7	star_8	star_9	star_10
The Good Guys 2010	2010	Cop Killer	1	19	0	0	2	2	0	2	2	17	2	17
The Good Guys 2010	2010	Dan on the Run	1	13	2	0	2	0	2	2	7	7	7	21
The Good Guys 2010	2010	Don_t Tase Me_ Bro	1	9	3	0	3	0	0	0	9	16	16	29
The Good Guys 2010	2010	Hunches _ Heists	1	7	3	0	3	0	3	3	3	15	9	28
The Good Guys 2010	2010	Little Things	1	12	0	1	1	0	1	1	5	8	5	12
The Good Guys 2010	2010	Old Dogs	1	14	0	0	1	0	1	1	11	8	1	11
The Good Guys 2010	2010	Partners	1	20	2	0	2	0	0	2	2	10	6	18
The Good Guys 2010	2010	Pilot	1	1	7	7	7	7	7	7	23	23	23	39
The Good Guys 2010	2010	Silence of the Dan	1	16	1	0	1	0	1	1	5	13	5	13
The Good Guys 2010	2010	Silvio_s Way	1	8	2	0	2	2	2	2	13	13	7	18
The Good Guys 2010	2010	Small Rooms	1	6	0	0	3	3	0	3	11	18	3	26
The Good Guys 2010	2010	Supercops	1	18	2	0	2	2	0	0	2	12	7	16
The Good Guys 2010	2010	The Dim Knight	1	4	0	0	3	0	0	3	11	18	11	26
The Good Guys 2010	2010	The Getaway	1	17	1	0	1	0	0	1	5	5	5	16
The Good Guys 2010	2010	The Whistleblower	1	15	2	0	2	0	0	2	2	12	2	28
The Good Guys 2010	2010	Vacation	1	10	2	0	2	0	2	2	8	14	8	19
The Great Rift 2010	2010	Fire	1	1	0	0	0	0	0	1	3	3	1	1
The Great Rift 2010	2010	Grass	1	3	0	0	0	1	1	0	1	1	1	1
The Great Rift 2010	2010	Water	1	2	0	0	0	0	0	1	1	1	1	1
The Green Room with Paul Provenza 2010	2010	Unnamed	1	4	0	0	0	0	0	1	1	0	0	1
The Green Room with Paul Provenza 2010	2010	Unnamed	2	7	0	0	0	0	0	0	0	0	0	8
The Green Room with Paul Provenza 2010	2010	Unnamed	2	8	0	0	0	1	0	0	0	0	0	9
The Hard Times of RJ Berger 2010	2010	Behind Enemy Lines	1	10	1	0	0	1	1	6	6	3	3	3
The Hard Times of RJ Berger 2010	2010	Cousin Vinny	2	2	1	0	0	0	3	3	5	3	3	5
The Hard Times of RJ Berger 2010	2010	Deadliest Crotch	2	5	0	0	0	0	2	2	6	6	0	2
The Hard Times of RJ Berger 2010	2010	Give Me a _P_	2	8	0	0	0	0	0	4	4	0	0	4
The Hard Times of RJ Berger 2010	2010	Here_s to You_ Mrs_ Robbins	1	4	1	0	0	0	5	1	8	5	1	8
The Hard Times of RJ Berger 2010	2010	Hunkeez	2	9	0	0	0	0	0	2	8	2	0	4
The Hard Times of RJ Berger 2010	2010	It_s All About the Hamiltons	1	9	1	0	0	3	1	3	6	3	3	3
The Hard Times of RJ Berger 2010	2010	Lily Pad	1	11	1	0	0	1	1	1	11	3	1	6
The Hard Times of RJ Berger 2010	2010	Nerds Gone Wild	1	8	2	0	2	2	0	6	10	2	6	6
The Hard Times of RJ Berger 2010	2010	Over the Rainblow	1	6	1	0	0	0	4	1	10	4	4	4
The Hard Times of RJ Berger 2010	2010	Pilot	1	1	2	2	2	2	7	7	7	7	7	12
The Hard Times of RJ Berger 2010	2010	RJ_s Choice	2	1	0	1	0	1	0	1	6	6	0	9
The Hard Times of RJ Berger 2010	2010	Saving Dick	2	6	0	0	0	1	1	1	8	3	1	3
The Hard Times of RJ Berger 2010	2010	Sex_ Teen_ Candles_	2	10	1	0	0	0	0	1	5	3	5	3
The Hard Times of RJ Berger 2010	2010	Steamy Surprise	2	11	1	0	0	0	0	3	5	3	3	7
The Hard Times of RJ Berger 2010	2010	Tell _ Kiss	1	7	4	0	0	1	4	1	7	4	4	4
The Hard Times of RJ Berger 2010	2010	The Berger Cometh	1	3	1	0	0	0	5	1	8	5	1	8
The Hard Times of RJ Berger 2010	2010	The Better Man	2	12	1	0	0	0	1	1	3	9	3	6
The Hard Times of RJ Berger 2010	2010	The Lock_In	2	3	0	0	0	0	2	2	10	6	2	10
The Hard Times of RJ Berger 2010	2010	The Rebound	1	5	1	0	0	0	5	1	8	5	1	8
The Hard Times of RJ Berger 2010	2010	The Right Thing	1	12	1	0	0	1	1	0	8	5	5	8
The Hard Times of RJ Berger 2010	2010	Ugly Jenny	2	4	0	0	0	1	3	3	5	3	0	5
The Hard Times of RJ Berger 2010	2010	Yes We Can_t	1	2	2	2	0	0	2	6	6	6	2	11
The Hard Times of RJ Berger 2010	2010	You_ Me_ and Weezer	2	7	0	0	0	0	3	3	5	5	1	5
The History of Power Rangers 2010	2010	Mighty Morphin_ Season One	1	2	0	0	0	0	0	0	1	1	1	1
The History of Power Rangers 2010	2010	Mighty Morphin_ Season Two	1	3	0	0	0	0	0	0	0	0	2	0
The History of Power Rangers 2010	2010	Power Rangers Dino Thunder_ Part I	2	2	0	0	0	0	0	0	0	0	2	2
The History of Power Rangers 2010	2010	Power Rangers Dino Thunder_ Part II	2	3	0	0	0	0	1	0	0	0	2	1
The History of Power Rangers 2010	2010	Power Rangers SPD_ Part 1	3	1	0	0	0	0	0	0	0	0	2	3
The History of Power Rangers 2010	2010	Power Rangers in Space	1	7	0	0	0	0	0	0	0	0	0	5
The Human Spark 2010	2010	Brain Matters	1	3	0	0	0	0	0	2	0	2	0	0
The Indian Doctor 2010	2010	The Arrival	1	1	0	0	0	0	0	2	0	0	0	2
The Indian Doctor 2010	2010	The Diary	1	2	0	0	0	0	0	0	0	2	0	2
The Jeff Lewis 5 Minute Comedy Hour 2010	2010	Tag	1	1	0	0	0	0	1	1	1	0	1	1
The Joey _ Elise Show 2010	2010	Unnamed	1	15	0	0	0	0	0	0	0	0	0	5
The Joey _ Elise Show 2010	2010	Interviews at the Young Artists Awards	1	21	2	0	0	0	0	0	0	0	2	9
The Joey _ Elise Show 2010	2010	Looking Back_ 2010 in Review	1	20	0	0	0	1	2	0	0	1	0	4
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Antigravity Heroes	1	2	1	0	0	1	0	1	3	0	1	1
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Duet	1	6	0	0	0	1	0	1	3	1	1	1
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Elliot_s Shoes	1	8	0	0	0	1	1	1	1	2	1	1
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Extraordinary 7	3	1	0	0	0	0	0	1	1	0	0	2
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Fanboyz	1	9	0	0	0	0	0	3	2	0	2	0
The LXD_ The Legion of Extraordinary Dancers 2010	2010	I Seen a Man	1	10	1	0	0	1	0	3	1	0	0	2
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Lessons	2	2	1	0	0	1	1	1	1	0	0	1
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Mark of the Ox	2	4	1	0	0	1	0	1	1	1	0	1
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Origins	2	7	0	0	0	0	1	0	1	1	0	1
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Rise of the Drifts	3	10	2	0	0	0	0	0	0	2	0	4
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Rising	2	3	0	0	0	0	0	0	4	0	0	3
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Robot Love Story	1	3	0	0	0	0	0	0	2	2	3	2
The LXD_ The Legion of Extraordinary Dancers 2010	2010	Tails of War	2	5	0	0	0	0	0	0	2	0	0	0
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Dark Doctor Deal	1	7	0	0	0	0	0	0	4	0	0	0
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Good_ the Bad and the Ra_ Part 1	2	9	1	0	0	0	0	1	3	0	0	1
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Good_ the Bad and the Ra_ Part 2	2	10	0	0	0	0	0	2	2	0	0	5
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Greater of Two Evils	2	6	0	0	0	1	0	1	2	0	0	0
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Legion	2	1	1	0	0	1	0	2	2	0	0	3
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Lettermakers	1	5	0	0	0	0	0	0	4	0	0	0
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Tale of Trevor Drift	1	1	0	0	0	0	0	0	2	2	2	8
The LXD_ The Legion of Extraordinary Dancers 2010	2010	The Uprising Begins	1	4	5	1	1	1	1	9	1	0	1	5
The League of S_T_E_A_M_ 2010	2010	Ask the League_ Favorite Tea	1	4	10	3	0	3	0	0	0	0	3	60
The League of S_T_E_A_M_ 2010	2010	Big Trouble	1	8	10	3	0	3	0	0	0	0	3	59
The League of S_T_E_A_M_ 2010	2010	Bitter Gnomes and Gardens	2	7	0	0	0	1	0	0	0	0	0	8
The League of S_T_E_A_M_ 2010	2010	Commercial	1	6	10	3	0	3	0	0	0	0	3	59
The League of S_T_E_A_M_ 2010	2010	Curses_	2	2	2	0	0	0	0	0	0	0	0	6
The League of S_T_E_A_M_ 2010	2010	Dead End	2	9	2	0	0	0	0	0	0	0	0	10
The League of S_T_E_A_M_ 2010	2010	Dining with the Devil	2	5	0	0	0	0	0	0	0	0	0	10
The League of S_T_E_A_M_ 2010	2010	Fool_s Gold	1	5	10	3	3	3	0	0	0	0	0	60
The League of S_T_E_A_M_ 2010	2010	Full Moon Fiasco	1	10	10	3	0	3	0	0	0	0	0	61
The League of S_T_E_A_M_ 2010	2010	Hairy Hijinks	2	6	0	0	0	3	0	0	0	0	0	9
The League of S_T_E_A_M_ 2010	2010	Monkey Business	1	1	11	3	0	3	0	0	0	0	0	64
The League of S_T_E_A_M_ 2010	2010	Musical Miscreants	2	8	2	0	0	0	0	0	0	0	0	6
The League of S_T_E_A_M_ 2010	2010	New Moon Vampire Hunt	1	2	11	3	0	3	0	0	0	0	0	63
The League of S_T_E_A_M_ 2010	2010	Prehistoric Peril_	2	1	0	0	0	2	0	0	0	0	0	8
The League of S_T_E_A_M_ 2010	2010	Tall Tails	2	4	0	0	1	0	0	0	0	0	0	9
The League of S_T_E_A_M_ 2010	2010	The Fright Before Christmas	1	3	10	3	3	0	0	0	0	3	3	59
The League of S_T_E_A_M_ 2010	2010	The Tiki Room	2	3	1	0	0	1	0	0	0	0	0	7
The League of S_T_E_A_M_ 2010	2010	Two for Dinner	1	7	10	3	3	3	0	0	0	0	3	58
The League of S_T_E_A_M_ 2010	2010	Zed_s Clutter Calamity	1	9	11	3	0	3	0	0	0	0	0	62
The Little House 2010	2010	Unnamed	1	1	0	0	0	1	0	1	3	0	1	1
The Marriage Ref 2010	2010	Cedric the Entertainer_Martha Stewart_Jason Alexander	1	4	3	0	0	0	0	0	2	0	2	2
The Marriage Ref 2010	2010	Demi Moore_Jim Breuer_Kelly Ripa	1	12	1	0	0	0	1	0	0	0	0	1
The Marriage Ref 2010	2010	Gwyneth Paltrow_Jerry Seinfeld_Greg Giraldo	1	10	2	0	0	0	0	4	1	1	0	1
The Marriage Ref 2010	2010	Howie Mandel_Bette Midler_Craig Robinson	1	11	1	0	0	0	1	1	0	0	0	1
The Marriage Ref 2010	2010	Jerry Seinfeld_Kelly Ripa_Alec Baldwin	1	5	2	0	0	0	0	0	0	0	0	3
The Marriage Ref 2010	2010	Jerry Seinfeld_Tina Fey_Eva Longoria Parker	1	2	6	2	0	0	2	0	2	0	0	4
The Marriage Ref 2010	2010	Larry David_Madonna_Ricky Gervais	1	3	5	0	1	0	0	1	5	1	5	15
The Marriage Ref 2010	2010	Pilot	1	1	13	1	1	1	1	1	1	1	1	5
The Nativity 2010	2010	Part 1	1	1	0	0	0	0	0	1	0	1	1	1
The Nativity 2010	2010	Part 2	1	2	0	0	0	0	0	1	1	1	1	1
The Nativity 2010	2010	Part 3	1	3	0	0	0	0	0	1	1	0	1	1
The Nativity 2010	2010	Part 4	1	4	0	0	0	0	0	1	0	1	0	4
The Neon Tiki Tribe Series 2010	2010	Bullies in the Schoolyard	1	9	3	0	0	0	0	0	0	3	26	41
The Neon Tiki Tribe Series 2010	2010	Dog Rescue Mission	1	5	3	0	0	0	0	0	0	3	26	42
The Neon Tiki Tribe Series 2010	2010	Rise of the Kunantos	1	8	3	0	0	0	0	0	3	3	26	40
The Neon Tiki Tribe Series 2010	2010	Save the Snow Owls	1	4	3	0	0	0	0	0	0	3	26	41
The Neon Tiki Tribe Series 2010	2010	Strangers Can Be Dangerous	1	10	3	0	0	0	0	0	3	3	25	39
The Neon Tiki Tribe Series 2010	2010	The Banker_s Heist	1	6	3	0	0	0	0	0	3	3	26	41
The Neon Tiki Tribe Series 2010	2010	The Tikis Come to Life	1	7	4	0	0	0	0	0	0	4	21	47
The Office_ The 3rd Floor 2010	2010	Lights_ Camera_ Action_	1	2	0	2	0	0	0	2	6	0	0	0
The Office_ The 3rd Floor 2010	2010	Moving On	1	1	0	2	0	0	0	0	7	0	0	0
The Office_ The 3rd Floor 2010	2010	The Final Product	1	3	0	0	0	2	0	2	3	0	3	0
The Office_ The Mentor 2010	2010	BFFs_	1	4	0	0	0	0	0	0	3	3	0	0
The Office_ The Mentor 2010	2010	Lunchtime	1	3	0	0	0	0	2	0	3	0	0	0
The Office_ The Mentor 2010	2010	Reimbursements	1	2	0	0	2	0	0	0	2	0	0	0
The Office_ The Mentor 2010	2010	The Pupil	1	1	0	0	0	0	0	2	2	0	0	0
The Only Way Is Essex 2010	2010	Unnamed	1	1	1	0	0	1	1	1	0	1	0	1
The Only Way Is Essex 2010	2010	Unnamed	1	2	1	0	0	1	1	1	0	1	0	1
The Only Way Is Essex 2010	2010	Unnamed	1	3	1	0	1	0	1	1	1	0	0	0
The Only Way Is Essex 2010	2010	Unnamed	1	4	0	0	0	0	0	2	0	0	0	0
The Only Way Is Essex 2010	2010	Unnamed	3	14	0	0	0	0	1	1	0	1	1	1
The Only Way Is Essex 2010	2010	Unnamed	3	2	0	0	1	0	1	1	0	1	0	1
The Only Way Is Essex 2010	2010	The Only Way Is EsseXmas 2011 Special	3	15	1	0	0	0	0	1	0	1	1	1
The Only Way Is Essex 2010	2010	The Only Way Is EsseXmas 2012 Special	7	13	2	0	0	0	2	0	0	0	0	0
The Pacific 2010	2010	Basilone	1	2	31	31	31	31	31	31	93	218	155	155
The Pacific 2010	2010	Gloucester_Pavuvu_Banika	1	4	24	24	24	24	24	72	120	169	72	72
The Pacific 2010	2010	Guadalcanal_Leckie	1	1	41	41	41	41	41	41	124	289	124	206
The Pacific 2010	2010	Home	1	10	23	23	23	23	23	23	69	116	69	116
The Pacific 2010	2010	Iwo Jima	1	8	26	26	26	26	26	26	78	130	78	130
The Pacific 2010	2010	Melbourne	1	3	34	34	34	34	34	102	171	171	102	102
The Pacific 2010	2010	Okinawa	1	9	24	24	24	24	24	24	24	121	121	169
The Pacific 2010	2010	Peleliu Airfield	1	6	23	23	23	23	23	23	71	119	119	119
The Pacific 2010	2010	Peleliu Hills	1	7	23	23	23	23	23	23	69	115	115	115
The Pacific 2010	2010	Peleliu Landing	1	5	25	25	25	25	25	25	77	179	77	128
The Parent Project 2010	2010	Baby Bump	1	4	0	0	0	0	0	0	0	0	0	11
The Parent Project 2010	2010	The Adventures of the Kids_Angie_s Antics	1	1	0	0	0	0	0	0	0	0	0	11
The Parent Project 2010	2010	The Adventures of the Knuckleheads	1	3	0	0	0	0	0	0	0	0	0	11
The Parent Project 2010	2010	The Adventures of the Parents	1	2	0	0	0	0	0	0	0	0	0	11
The Pillars of the Earth 2010	2010	Anarchy	1	1	12	12	12	12	12	38	64	64	38	64
The Pillars of the Earth 2010	2010	Battlefield	1	4	10	10	10	0	10	10	50	50	30	50
The Pillars of the Earth 2010	2010	Illumination	1	9	2	2	2	2	0	2	7	7	7	21
The Pillars of the Earth 2010	2010	Legacy	1	5	9	9	9	0	9	9	45	63	27	45
The Pillars of the Earth 2010	2010	Master Builder	1	2	11	11	11	11	11	11	57	57	34	57
The Pillars of the Earth 2010	2010	New Beginnings	1	7	9	9	9	0	9	9	28	65	28	46
The Pillars of the Earth 2010	2010	Redemption	1	3	10	10	10	10	10	10	52	52	31	52
The Pillars of the Earth 2010	2010	The Work of Angels	1	8	10	10	0	0	10	10	31	51	31	51
The Pillars of the Earth 2010	2010	Witchcraft	1	6	9	9	0	9	9	9	46	65	28	28
The Promise 2010	2010	Unnamed	1	1	1	0	1	0	0	1	9	13	5	1
The Promise 2010	2010	Unnamed	1	2	0	0	0	0	0	1	3	10	5	3
The Promise 2010	2010	Unnamed	1	3	0	0	0	0	0	3	3	10	3	3
The Promise 2010	2010	Unnamed	1	4	0	0	0	0	0	3	3	5	5	5
The Real Housewives of Beverly Hills 2010	2010	_25_000 Sunglasses__	2	5	0	0	0	0	0	0	0	0	0	2
The Real Housewives of Beverly Hills 2010	2010	Charity Cases	1	8	0	0	0	0	0	2	0	3	0	0
The Real Housewives of Beverly Hills 2010	2010	Chocolate Louboutins	1	2	0	0	0	0	1	0	2	1	0	0
The Real Housewives of Beverly Hills 2010	2010	Down and Left Out in Beverly Hills	3	1	1	0	0	0	0	0	1	1	1	3
The Real Housewives of Beverly Hills 2010	2010	How to Behave	1	11	1	0	0	0	1	3	1	1	0	0
The Real Housewives of Beverly Hills 2010	2010	I Would Never Say That	1	5	0	0	0	0	0	2	1	1	0	0
The Real Housewives of Beverly Hills 2010	2010	It_s My Party and I_ll Spend if I Want To	1	4	0	0	0	0	0	0	2	0	0	0
The Real Housewives of Beverly Hills 2010	2010	Life_ Liberty and the Pursuit of Wealthiness	1	1	0	0	0	0	0	1	4	1	0	0
The Real Housewives of Beverly Hills 2010	2010	My Mansion Is Bigger Than Your Mansion	1	7	0	0	0	0	1	1	1	1	0	0
The Real Housewives of Beverly Hills 2010	2010	Payback_s a Bitch___ Just Ask Your Husband	1	10	0	0	0	0	0	0	0	2	0	0
The Real Housewives of Beverly Hills 2010	2010	Plenty of Baggage	1	3	0	0	0	0	0	1	1	1	0	0
The Real Housewives of Beverly Hills 2010	2010	The Art of War	1	6	0	0	0	0	1	1	1	1	0	0
The Real Housewives of Beverly Hills 2010	2010	The Dinner Party from Hell	1	9	1	0	0	0	0	1	1	1	1	3
The Real Housewives of Beverly Hills 2010	2010	Turn_ Turn_ Turn	1	12	0	0	0	0	0	1	1	0	1	1
The Real Housewives of Beverly Hills 2010	2010	Unforgivable	1	13	0	0	0	1	0	1	0	1	1	0
The Real L Word_ Los Angeles 2010	2010	Bromance	1	3	1	0	0	0	0	2	0	0	1	4
The Real L Word_ Los Angeles 2010	2010	Dinah or Bust	1	9	0	0	0	0	0	1	0	0	0	3
The Real L Word_ Los Angeles 2010	2010	Family Ties	1	6	0	0	0	0	0	0	2	0	0	2
The Real L Word_ Los Angeles 2010	2010	Free Pass	1	5	0	0	0	0	0	2	0	0	0	3
The Real L Word_ Los Angeles 2010	2010	Fresh Start	2	1	1	0	1	0	0	0	0	1	1	3
The Real L Word_ Los Angeles 2010	2010	Gambling with Love	1	4	0	0	0	0	1	1	0	0	0	2
The Real L Word_ Los Angeles 2010	2010	Game On_	1	2	0	0	0	0	0	3	0	0	0	3
The Real L Word_ Los Angeles 2010	2010	The Power of the Clam	1	1	0	0	0	0	0	2	2	0	1	3
The Resistance 2010	2010	Welcome to Aurordeca	1	1	0	0	0	0	0	2	0	0	0	2
The Ricky Gervais Show 2010	2010	Armed Forces	3	3	0	0	0	0	1	5	9	12	1	9
The Ricky Gervais Show 2010	2010	Art	2	12	2	0	0	0	2	2	6	10	6	10
The Ricky Gervais Show 2010	2010	Beetles	1	11	2	0	0	0	2	2	7	17	2	12
The Ricky Gervais Show 2010	2010	Bryan_s Brain	3	1	2	0	0	0	2	2	8	18	2	13
The Ricky Gervais Show 2010	2010	Charity	1	3	4	0	0	0	4	4	4	20	12	29
The Ricky Gervais Show 2010	2010	Clive Warren	2	1	2	0	0	0	2	2	7	12	12	17
The Ricky Gervais Show 2010	2010	Cobblers	1	6	3	0	0	0	3	3	9	16	9	16
The Ricky Gervais Show 2010	2010	Comic Relief	3	2	0	0	0	0	2	2	12	12	2	12
The Ricky Gervais Show 2010	2010	Dolphins	1	4	3	0	0	0	3	3	15	15	9	15
The Ricky Gervais Show 2010	2010	Doppleganger	2	2	2	0	0	0	0	6	6	11	11	11
The Ricky Gervais Show 2010	2010	Earth	3	9	1	0	0	0	0	1	8	8	5	8
The Ricky Gervais Show 2010	2010	Freaks	1	13	2	0	0	0	2	2	6	16	6	16
The Ricky Gervais Show 2010	2010	Future	2	8	2	0	0	0	2	2	6	10	6	15
The Ricky Gervais Show 2010	2010	Glass Houses	1	5	3	0	0	0	3	3	9	21	9	15
The Ricky Gervais Show 2010	2010	Insects	2	5	2	0	0	0	2	2	7	12	7	12
The Ricky Gervais Show 2010	2010	Karl_s Day	3	5	1	0	0	0	0	5	5	9	5	9
The Ricky Gervais Show 2010	2010	Kidneys	2	6	0	0	0	0	0	2	10	15	2	10
The Ricky Gervais Show 2010	2010	Knob at Night	1	2	4	4	0	0	4	4	12	20	12	28
The Ricky Gervais Show 2010	2010	Law and Order	3	7	1	0	0	1	0	5	5	8	5	8
The Ricky Gervais Show 2010	2010	Leg Rubber	2	10	1	0	0	0	0	1	9	12	1	9
The Ricky Gervais Show 2010	2010	Medicine	3	8	0	0	0	1	1	1	11	8	1	5
The Ricky Gervais Show 2010	2010	Mrs_ Battersby	2	11	2	0	2	0	0	2	10	10	2	10
The Ricky Gervais Show 2010	2010	Munchies	2	13	2	0	0	0	0	2	7	12	7	17
The Ricky Gervais Show 2010	2010	Natural History	2	9	1	0	0	0	0	1	9	9	5	9
The Ricky Gervais Show 2010	2010	Night Club	2	7	0	0	0	1	1	5	11	8	1	8
The Ricky Gervais Show 2010	2010	Noises	1	12	2	0	0	0	2	2	8	19	2	14
The Ricky Gervais Show 2010	2010	Nuts	1	8	2	0	0	0	2	2	8	18	2	13
The Ricky Gervais Show 2010	2010	Onion	2	4	0	0	0	0	0	5	9	9	5	9
The Ricky Gervais Show 2010	2010	Room 102	3	4	0	0	0	0	1	5	5	9	5	9
The Ricky Gervais Show 2010	2010	Society	3	10	0	0	0	0	1	5	5	8	5	8
The Ricky Gervais Show 2010	2010	Space Monkey	1	1	0	4	4	4	4	4	14	24	14	24
The Ricky Gervais Show 2010	2010	The Diary	1	7	3	0	0	0	3	3	3	18	11	26
The Ricky Gervais Show 2010	2010	The English	3	6	0	0	0	0	1	1	5	12	1	8
The Ricky Gervais Show 2010	2010	The Fight	1	10	2	0	0	2	2	2	7	11	7	16
The Ricky Gervais Show 2010	2010	The Fly	2	3	0	0	0	0	2	2	15	11	2	6
The Ricky Gervais Show 2010	2010	The Jockey	1	9	2	0	0	0	2	2	7	12	7	17
The Ricky Gervais Show 2010	2010	The Year	3	13	0	0	0	0	1	1	5	8	5	8
The Ricky Gervais Show 2010	2010	Wartime	3	11	0	0	0	1	1	1	4	11	4	8
The Ricky Gervais Show 2010	2010	World Cup	3	12	0	0	0	0	1	1	8	11	4	4
The Runaway 2010	2010	Unnamed	1	1	0	0	0	0	0	0	2	4	2	4
The Runaway 2010	2010	Unnamed	1	2	0	0	0	0	0	0	4	4	1	2
The Runaway 2010	2010	Unnamed	1	3	0	0	0	0	0	0	3	3	1	4
The Runaway 2010	2010	Unnamed	1	4	1	0	0	0	0	0	1	5	1	0
The Runaway 2010	2010	Unnamed	1	5	0	0	0	0	0	0	5	0	0	0
The Runaway 2010	2010	Unnamed	1	6	0	0	0	0	1	0	1	0	3	1
The Silence 2010	2010	Unnamed	1	1	0	0	0	0	1	1	1	2	0	1
The Silence 2010	2010	Unnamed	1	2	0	0	0	0	1	0	1	1	0	1
The Silence 2010	2010	Unnamed	1	3	0	0	0	0	1	1	2	1	0	1
The Silence 2010	2010	Unnamed	1	4	0	0	0	0	2	0	0	6	0	2
The Sinking of the Laconia 2010	2010	Unnamed	1	1	0	0	0	3	1	3	8	3	1	1
The Sinking of the Laconia 2010	2010	Unnamed	1	2	0	0	0	3	1	3	8	3	1	3
The Story of Science 2010	2010	Can We Have Unlimited Power_	1	4	0	0	0	2	0	2	5	2	2	0
The Story of Science 2010	2010	How Did We Get Here_	1	3	0	0	0	2	0	2	4	4	2	0
The Story of Science 2010	2010	What Is Out There_	1	1	0	0	0	1	0	1	1	3	9	5
The Story of Science 2010	2010	What Is the Secret of Life_	1	5	0	0	0	3	0	0	0	3	3	2
The Story of Science 2010	2010	What Is the World Made of_	1	2	0	0	0	3	0	0	0	3	3	3
The Story of Science 2010	2010	Who Are We_	1	6	0	0	0	2	0	0	3	2	2	2
The Talk 2010	2010	Unnamed	3	136	0	0	0	0	0	0	0	0	0	6
The Talk 2010	2010	Unnamed	3	182	0	0	0	0	0	0	0	0	0	8
The Talk 2010	2010	Valerie Bertinelli Cooks and MKTO Performs	4	4	0	0	0	0	0	0	0	0	0	8
The Trip 2010	2010	Hipping Hall	1	4	0	0	2	0	0	2	11	15	2	11
The Trip 2010	2010	Holbeck Ghyll	1	3	0	0	0	2	0	2	11	11	11	6
The Trip 2010	2010	L_Enclume	1	2	0	0	0	0	2	2	7	16	12	12
The Trip 2010	2010	The Angel at Hetton	1	6	1	0	0	0	0	0	9	17	5	5
The Trip 2010	2010	The Inn at Whitewell	1	1	0	0	2	2	0	8	13	19	8	8
The Trip 2010	2010	The Yorke Arms	1	5	1	0	0	0	0	1	8	12	8	5
The Unemployment of Danny London 2010	2010	Face the Music	1	2	3	0	0	0	0	0	0	5	5	10
The Unemployment of Danny London 2010	2010	London Labors	2	1	3	0	1	0	0	0	0	0	1	18
The Unemployment of Danny London 2010	2010	London Lame Duck	2	4	3	0	0	1	0	0	0	0	1	17
The Unemployment of Danny London 2010	2010	London Laments	2	2	4	0	1	0	0	0	0	0	0	20
The Unemployment of Danny London 2010	2010	London Lampoons	2	6	3	0	1	0	0	0	0	0	1	17
The Unemployment of Danny London 2010	2010	London Languishes	1	6	4	0	0	0	0	0	0	1	1	21
The Unemployment of Danny London 2010	2010	London Learns	1	5	4	0	0	0	0	0	0	1	4	19
The Unemployment of Danny London 2010	2010	London Lies	1	3	4	0	0	0	0	0	0	0	7	16
The Unemployment of Danny London 2010	2010	London Lies_ Again	1	4	4	0	0	0	0	0	0	0	4	19
The Unemployment of Danny London 2010	2010	London Loses	2	7	3	0	1	0	0	0	0	0	0	17
The Unemployment of Danny London 2010	2010	London_s Labyrinth	2	5	3	0	0	1	0	0	0	1	0	17
The Unemployment of Danny London 2010	2010	Londonderry	2	3	3	0	0	0	0	0	0	0	1	17
The Unemployment of Danny London 2010	2010	Pilot	1	1	4	0	0	0	0	0	0	0	6	15
The Virtual Revolution 2010	2010	Enemy of the State_	1	2	0	0	0	1	1	1	1	0	0	1
The Virtual Revolution 2010	2010	Homo Interneticus_	1	4	0	0	1	0	1	1	1	0	1	0
The Virtual Revolution 2010	2010	The Cost of Free	1	3	0	0	0	2	0	2	2	2	0	0
The Virtual Revolution 2010	2010	The Great Levelling_	1	1	0	0	0	0	1	1	3	0	0	3
The Walking Dead 2010	2010	18 Miles Out	2	10	115	115	115	115	115	115	115	577	577	807
The Walking Dead 2010	2010	30 Days Without an Accident	4	1	150	150	150	150	150	150	452	753	753	1054
The Walking Dead 2010	2010	Arrow on the Doorpost	3	13	112	112	112	112	112	112	338	563	338	563
The Walking Dead 2010	2010	Beside the Dying Fire	2	13	167	167	167	167	167	167	167	501	835	1839
The Walking Dead 2010	2010	Better Angels	2	12	141	141	141	141	141	141	141	425	708	1275
The Walking Dead 2010	2010	Bloodletting	2	2	118	118	118	118	118	118	592	592	355	592
The Walking Dead 2010	2010	Cherokee Rose	2	4	124	124	124	124	124	124	620	620	124	620
